lon,lat,cap_sp
135.25,35.25,0.0
135.25,35.5,14.46967487500192
135.5,33.75,77.28186624566675
135.5,34.0,0.0
135.5,34.25,0.0
135.5,34.5,0.0
135.5,34.75,0.0
135.5,35.0,0.0
135.5,35.25,9.08417423698688
135.5,35.5,0.0
135.75,33.75,0.0
135.75,34.0,0.0
135.75,34.25,0.0
135.75,34.5,0.0
135.75,34.75,0.0
135.75,35.0,0.0
135.75,35.25,0.0
135.75,35.5,0.0
136.0,34.25,0.0
136.0,34.5,0.0
136.0,34.75,0.0
136.0,35.0,0.0
136.0,35.25,0.0
136.0,35.5,0.0
136.0,35.75,0.0
136.0,36.0,158.23388182391233
136.0,36.25,0.0
136.25,34.5,0.0
136.25,34.75,0.0
136.25,35.0,0.0
136.25,35.25,0.0
136.25,35.5,0.0
136.25,35.75,0.0
136.25,36.0,0.0
136.25,36.25,75.19776676805665
136.5,34.5,28.135175340122696
136.5,35.0,0.0
136.5,35.25,0.0
136.5,35.5,0.0
136.5,35.75,0.0
136.5,36.0,0.0
136.5,36.25,0.0
136.5,36.5,0.0
136.5,36.75,0.0
136.75,34.5,0.0
136.75,35.0,0.0
136.75,35.25,0.0
136.75,35.5,0.0
136.75,35.75,0.0
136.75,36.0,0.0
136.75,36.25,0.0
136.75,36.5,0.0
136.75,36.75,0.0
136.75,37.0,98.54215085890739
136.75,37.5,195.9603502000805
137.0,34.75,208.3144213304814
137.0,35.0,0.0
137.0,35.25,0.0
137.0,35.5,0.0
137.0,35.75,0.0
137.0,36.0,0.0
137.0,36.25,0.0
137.0,36.5,0.0
137.0,36.75,0.0
137.0,37.5,174.31501548785627
137.25,35.0,20.165388884692927
137.25,35.25,0.0
137.25,35.5,0.0
137.25,35.75,0.0
137.25,36.0,0.0
137.25,36.25,0.0
137.25,36.5,0.0
137.25,36.75,0.0
137.5,35.0,0.0
137.5,35.25,0.0
137.5,35.5,0.0
137.5,35.75,0.0
137.5,36.0,0.0
137.5,36.25,0.0
137.5,36.5,0.0
137.5,36.75,0.0
137.5,37.0,0.0
137.75,35.0,0.0
137.75,35.25,0.0
137.75,35.5,0.0
137.75,35.75,0.0
137.75,36.0,0.0
137.75,36.25,0.0
137.75,36.5,0.0
137.75,36.75,0.0
137.75,37.0,0.0
138.0,35.0,0.0
138.0,35.25,0.0
138.0,35.5,0.0
138.0,35.75,0.0
138.0,36.0,0.0
138.0,36.25,0.0
138.0,36.5,0.0
138.0,36.75,0.0
138.0,37.0,0.0
138.0,37.25,0.0
138.25,35.25,0.0
138.25,35.5,0.0
138.25,35.75,0.0
138.25,36.0,0.0
138.25,36.25,0.0
138.25,36.5,0.0
138.25,36.75,0.0
138.25,37.0,0.0
138.25,37.25,0.0
138.25,38.0,0.0
138.25,38.25,0.0
138.5,35.25,0.0
138.5,35.5,0.0
138.5,35.75,0.0
138.5,36.0,0.0
138.5,36.25,0.0
138.5,36.5,0.0
138.5,36.75,0.0
138.5,37.0,0.0
138.5,37.25,0.0
138.5,37.5,32.24277876033799
138.75,34.75,210.3777265807417
138.75,35.0,0.0
138.75,35.25,0.0
138.75,35.5,0.0
138.75,35.75,0.0
138.75,36.0,0.0
138.75,36.25,0.0
138.75,36.5,0.0
138.75,36.75,0.0
138.75,37.0,0.0
138.75,37.25,0.0
138.75,37.5,0.0
138.75,37.75,0.0
139.0,35.5,0.0
139.0,35.75,0.0
139.0,36.0,0.0
139.0,36.25,0.0
